Content,Paper Name,Label,Document Type,Affiliations,Cleaned_Content
"Human action recognition is an intriguing and demanding area of study in computer vision. Robotics, intelligent surveillance, security, healthcare, education, and human-computer interfaces are just a few of the many applications for it. It is possible to evaluate students' attitudes and abilities by seeing and analyzing their behavior in the classroom. Consequently, a great deal of research has used student action recognition to pinpoint student activities. However, most of this study has focused on a specific student behavior, such raising their hands, sleeping, or yawning. For the benefit of students' welfare and education, a framework for recognizing certain behaviors in the classroom must be developed. In this research, we use a specialized kind of deep learning called the CNN algorithm to detect student behavior algorithm was developed mainly for applications requiring the detection, segmentation, and classification of images. CNN are used in security camera systems, and other real-world applications. When","Framework for Detecting Student Behaviour (Nail Biting, Sleep, and Yawn) Using Deep Learning Algorithm",healthcare robotics,Conference paper,,human action recognition intriguing demanding area study computer vision robotics intelligent surveillance security healthcare education human computer interface many application possible evaluate student attitude ability seeing analyzing behavior classroom consequently great deal research used student action recognition pinpoint student activity however study focused specific student behavior raising hand sleeping yawning benefit student welfare education framework recognizing certain behavior classroom must developed research use specialized kind deep learning called cnn algorithm detect student behavior algorithm developed mainly application requiring detection segmentation classification image cnn used security camera system real world application
"Meta learning carries the hope of adaptation by Artificial Intelligence (AI) agents for novel tasks. However current meta-learning is not able to meet the need of generalising across diverse task distributions as well as the need for meeting sufficient learning dynamics. Here in this paper we propose Meta-Artificial General Intelligence (Meta-AGI). Meta-AGI is a hierarchical meta-learning framework developed to meet the requirements in generalization and efficiency which is achieved by the combination of three key components including Hierarchical Task Decomposition (HTD), Adaptive Meta-Optimization (AMO) and Structured Experience Replay (SER). In this paper we have provided theoretical analysis establishing generalization bounds and convergence rates as well as demonstrating superior performance across globally accepted multiple benchmarks consisting of Meta-World, Omniglot, Mini-ImageNet and MuJoCo. MetaAGI demonstrated a 15% improvement in few-shot accuracy on Meta-World by reducing the error rate from 31.8% to20.5% and a 20% reduction in sample complexity which allowed faster learning",Meta-AGI: A Hierarchical Meta-Learning Framework for Generalizable Intelligence,healthcare robotics,Conference paper,,meta learning carry hope adaptation artificial intelligence ai agent novel task however current meta learning able meet need generalising across diverse task distribution well need meeting sufficient learning dynamic paper propose meta artificial general intelligence meta agi meta agi hierarchical meta learning framework developed meet requirement generalization efficiency achieved combination three key component including hierarchical task decomposition htd adaptive meta optimization amo structured experience replay ser paper provided theoretical analysis establishing generalization bound convergence rate well demonstrating superior performance across globally accepted multiple benchmark consisting meta world omniglot mini imagenet mujoco metaagi demonstrated improvement shot accuracy meta world reducing error rate reduction sample complexity allowed faster learning
"This study aims to enhance the classification accuracy of adverse events associated with the da Vinci surgical robot through advanced natural language processing techniques, thereby ensuring medical device safety and protecting patient health. Addressing the issues of incomplete and inconsistent adverse event records, we employed a deep learning model that combines BERT and BiLSTM to predict whether adverse event reports resulted in patient harm. We developed the Bert-BiLSTM-Att_dropout model specifically for text classification tasks with small datasets, optimizing the model’s generalization ability and key information capture through the integration of dropout and attention mechanisms. Our model demonstrated exceptional performance on a dataset comprising 4,568 da Vinci surgical robot adverse event reports collected from 2013 to 2023, achieving an average F1 score of 90.15%, significantly surpassing baseline models such as GRU, LSTM, BiLSTM-Attention, and BERT. This achievement not only validates the model’s effectiveness in text classification within this specific domain but",Research on adverse event classification algorithm of da Vinci surgical robot based on Bert-BiLSTM model,healthcare robotics,Article,,study aim enhance classification accuracy adverse event associated da vinci surgical robot advanced natural language processing technique thereby ensuring medical device safety protecting patient health addressing issue incomplete inconsistent adverse event record employed deep learning model combine bert bilstm predict whether adverse event report resulted patient harm developed bert bilstm att dropout model specifically text classification task small datasets optimizing model generalization ability key information capture integration dropout attention mechanism model demonstrated exceptional performance dataset comprising da vinci surgical robot adverse event report collected achieving average score significantly surpassing baseline model gru lstm bilstm attention bert achievement validates model effectiveness text classification within specific domain
"The global demographic shift toward an aging population has intensified the demand for innovative solutions to support elderly individuals in maintaining mobility and independence. Among emerging technologies, exoskeletons—wearable robotic devices that augment human movement—show great promise in this area. This literature review synthesizes recent research on the use of exoskeletons to assist elderly individuals with mobility impairment. Studies indicate exoskeletons significantly enhance mobility, balance, and gait performance in older adults, particularly those affected by conditions such as stroke, Parkinson’s disease, and osteoarthritis. Technological advancements, including the integration of lightweight materials, improved actuator systems, and adaptive control algorithms, have contributed to the usability and effectiveness of these devices. Moreover, the incorporation of biomechanical modeling and Internet of Things (IoT) connectivity has enabled personalized and real-time feedback mechanisms, further enhancing user experience. Despite these advancements, challenges remain in terms of device affordability, accessibility, and long-term adherence. Usability studies emphasize the importance of",Assistive Exoskeleton Technologies for Age-Related Mobility Impairments,healthcare robotics,Book chapter,,global demographic shift toward aging population intensified demand innovative solution support elderly individual maintaining mobility independence among emerging technology exoskeleton wearable robotic device augment human movement show great promise area literature review synthesizes recent research use exoskeleton assist elderly individual mobility impairment study indicate exoskeleton significantly enhance mobility balance gait performance older adult particularly affected condition stroke parkinson disease osteoarthritis technological advancement including integration lightweight material improved actuator system adaptive control algorithm contributed usability effectiveness device moreover incorporation biomechanical modeling internet thing iot connectivity enabled personalized real time feedback mechanism enhancing user experience despite advancement challenge remain term device affordability accessibility long term adherence usability study emphasize importance
"Wearable devices are revolutionizing smart computing in healthcare. In particular, electroencephalography (EEG) devices (e. g., electrode cap bundles, headbands) are currently enabling many healthcare applications that require real-Time monitoring of brain electrical activity. Examples of those applications include: epilepsy diagnosis, sleep disorder diagnosis, tumor detection, autonomous navigation (e. g., to control wheelchairs), and stress reduction. In many of these applications, the use of clinical-grade EEG devices may not be feasible because of factors such as high cost, privacy concerns, and inconvenience. In this paper, we used the Granger causality test to study whether consumer-grade EEG devices can detect levels of cognitive stress that can reliably be shown to cause changes in vital signs such as blood volume pulse (BVP), electrodermal activity (EDA), and body temperature. Based on the obtained results, we were able to validate the viability of using consumer-grade wearable devices to build applications for stress monitoring and reduction",On the Causality between Cognitive Stress and Physiological Stress: The Stroop Test as a Case Study,healthcare robotics,Conference paper,,wearable device revolutionizing smart computing healthcare particular electroencephalography eeg device electrode cap bundle headband currently enabling many healthcare application require real time monitoring brain electrical activity example application include epilepsy diagnosis sleep disorder diagnosis tumor detection autonomous navigation control wheelchair stress reduction many application use clinical grade eeg device may feasible factor high cost privacy concern inconvenience paper used granger causality test study whether consumer grade eeg device detect level cognitive stress reliably shown cause change vital sign blood volume pulse bvp electrodermal activity eda body temperature based obtained result able validate viability using consumer grade wearable device build application stress monitoring reduction
"In this study, we utilize multimodal and polarization-sensitive imaging approaches to obtain a comprehensive perspective on uterine cervix remodeling. This contributes to improved assessments of Spontaneous Preterm Birth risk and its underlying mechanisms. © 2025 SPIE. All rights reserved. [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",Polarization-sensitive imaging of Uterine Cervical Structures,medical imaging,Conference paper,,study utilize multimodal polarization sensitive imaging approach obtain comprehensive perspective uterine cervix remodeling contributes improved assessment spontaneous preterm birth risk underlying mechanism spie right reserved pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad
"Background: Breast cancer (BC) is the most common type of cancer among women. Axillary lymph node metastasis (ALNM) is strongly correlated with distant metastasis, recurrence, and overall survival rates in BC. Therefore, accurate detection of ALNM holds valuable implications for patient prognosis and treatment plan selection. Purpose: The objective of this study is to develop a novel domain adaptative radiomics pipeline based on domain adaptation (DA) to predict ALNM based on multi-parametric magnetic resonance imaging (MRI) for multicenter studies. Methods: 396 BC lesions collected from 391 patients at the first three centers were used as source domain data for model training and internal validation. 105 BC lesions collected from 105 patients at the fourth center were used as target domain data for model external validation. Each BC lesion was scanned with eight MRI sequences, including T2-weighted, non-fat-saturated T1-weighted and dynamic contrast-enhanced sequences (phases 0–5). From each MRI sequence, 1648 radiomics",Prediction of axillary lymph node metastasis in breast cancer based on MRI: A novel domain adaptative radiomics pipeline for multicenter studies,medical imaging,Article,,background breast cancer bc common type cancer among woman axillary lymph node metastasis alnm strongly correlated distant metastasis recurrence overall survival rate bc therefore accurate detection alnm hold valuable implication patient prognosis treatment plan selection purpose objective study develop novel domain adaptative radiomics pipeline based domain adaptation da predict alnm based multi parametric magnetic resonance imaging mri multicenter study method bc lesion collected patient first three center used source domain data model training internal validation bc lesion collected patient fourth center used target domain data model external validation bc lesion scanned eight mri sequence including weighted non fat saturated weighted dynamic contrast enhanced sequence phase mri sequence radiomics
"Analyzing gigapixel images is recognized as computationally demanding. In this paper, we introduce PyramidAI, a technique for analyzing gigapixel images with reduced computational cost. The proposed approach adopts a gradual analysis of the image, beginning with lower resolutions and progressively concentrating on regions of interest for detailed examination at higher resolutions. We evaluated two strategies for balancing accuracy and computational cost in adaptive-resolution selection and validated them on the Camelyon 16 biomedical image dataset. Our results demonstrate that PyramidAI substantially decreases the amount of processed data required for analysis by up to 2.65×, while preserving the accuracy in identifying relevant sections on a single computer. To advance democratization of gigapixel image analysis, we evaluated whether mainstream computers can perform the computation by exploiting the inherent parallelism in the approach. Using a simulator, we estimated the best data distribution and load balancing algorithm according to the number of workers. We implemented",Efficient Pyramidal Analysis of Gigapixel Images on a Decentralized Modest Computer Cluster,medical imaging,Conference paper,,analyzing gigapixel image recognized computationally demanding paper introduce pyramidai technique analyzing gigapixel image reduced computational cost proposed approach adopts gradual analysis image beginning lower resolution progressively concentrating region interest detailed examination higher resolution evaluated two strategy balancing accuracy computational cost adaptive resolution selection validated camelyon biomedical image dataset result demonstrate pyramidai substantially decrease amount processed data required analysis preserving accuracy identifying relevant section single computer advance democratization gigapixel image analysis evaluated whether mainstream computer perform computation exploiting inherent parallelism approach using simulator estimated best data distribution load balancing algorithm according number worker implemented
"Early and accurate detection of brain tumors is crucial for improving clinical outcomes. However, classical MRI-based diagnosis suffers from noise, low contrast, and weak tumor features, posing a challenge to manual and conventional automatic methods. Here, these challenges are addressed by taking into consideration the performance of the YOLOv8 deep learning algorithm, which has been enhanced with strict image preprocessing and data augmentation. With a labeled brain MRI data set, we evaluated four model configurations: (1) raw input, (2) preprocessing only, (3) preprocessing then augmentation, and (4) augmentation then preprocessing. The techniques employed are Gaussian and median blurring, adaptive histogram equalization, morphological operations, and the watershed algorithm, as well as geometric and photometric augmentations. The configuration involving preprocessing followed by augmentation achieved the best performance for YOLOv8 at 91.9% precision, 87.9% recall, and 93.2% mAP50. Subsequently, YOLOv11 on the same enhanced dataset achieved 93.3% precision, 88.2% recall, and 93.6% mAP50.",Investigation of Deep Learning-Based Image Enhancement Techniques for Improved Brain Tumor Detection,medical imaging,Conference paper,,early accurate detection brain tumor crucial improving clinical outcome however classical mri based diagnosis suffers noise low contrast weak tumor feature posing challenge manual conventional automatic method challenge addressed taking consideration performance yolov deep learning algorithm enhanced strict image preprocessing data augmentation labeled brain mri data set evaluated four model configuration raw input preprocessing preprocessing augmentation augmentation preprocessing technique employed gaussian median blurring adaptive histogram equalization morphological operation watershed algorithm well geometric photometric augmentation configuration involving preprocessing followed augmentation achieved best performance yolov precision recall map subsequently yolov enhanced dataset achieved precision recall map
"Background: Ocular onchocerciasis, commonly known as “river blindness,” is a parasitic infection caused by the filarial nematode Onchocerca volvulus. Although presentation within the United Kingdom is extremely rare, with no reports evident within the literature, it is the second leading cause of infectious blindness worldwide. Diagnosis is traditionally made through skin snip biopsy, serological testing and, where available, quantitative-polymerase chain reaction. Diagnostic imaging is not traditionally utilised due to limited availability within endemic regions. Case Report: In this case, of a man presenting to a tertiary London ophthalmology unit with recurrent anterior uveitis, both anterior segment ocular examination with paracentesis, demonstrating microfilariae, and fluorodeoxyglucose – positron emission tomography / computed tomography, demonstrating an onchocercoma, play a crucial role in allowing targeted ultrasound-guided fine needle aspiration which confirmed the diagnosis. Conclusion: This case highlights the role of anterior segment examination and diagnostic imaging in the diagnosis of infectious diseases. It also",Onchocerciasis identified with anterior segment ocular examination and FDG-PET/CT imaging,medical imaging,Article,,background ocular onchocerciasis commonly known river blindness parasitic infection caused filarial nematode onchocerca volvulus although presentation within united kingdom extremely rare report evident within literature second leading cause infectious blindness worldwide diagnosis traditionally made skin snip biopsy serological testing available quantitative polymerase chain reaction diagnostic imaging traditionally utilised due limited availability within endemic region case report case man presenting tertiary london ophthalmology unit recurrent anterior uveitis anterior segment ocular examination paracentesis demonstrating microfilariae fluorodeoxyglucose positron emission tomography computed tomography demonstrating onchocercoma play crucial role allowing targeted ultrasound guided fine needle aspiration confirmed diagnosis conclusion case highlight role anterior segment examination diagnostic imaging diagnosis infectious disease also
"Background: Accurate preoperative evaluation for metastatic lesions is significant for PTC patients. However, the stratification systems revealed inconsistencies in the ultrasound (US) features of cervical metastatic lymph nodes (LNs). This study aimed to investigate and develop a risk stratification model based on US radiologic features for cervical metastatic lesions in PTC patients. Methods: This study retrospectively enrolled 1806 LNs from 1665 PTC patients who underwent US-guided fine-needle aspiration biopsy for cervical LNs from January 2010 to December 2022. Univariable and multivariable logistic regression analyses determined and developed the independent risk US features and a risk stratification model for cervical metastatic LNs. The performance of the risk stratification model was assessed and validated by the Korean Society of Thyroid Radiology and the European Thyroid Association. Results: Among the 1806 LNs, 1411 LNs were pathologically diagnosed with malignant. Multivariate analysis indicated that the absence of fatty hilum, cystic components, round shape (SD/LD",A risk stratification model based on ultrasound radiologic features for cervical metastatic lymph nodes in papillary thyroid cancer,medical imaging,Article,,background accurate preoperative evaluation metastatic lesion significant ptc patient however stratification system revealed inconsistency ultrasound u feature cervical metastatic lymph node lns study aimed investigate develop risk stratification model based u radiologic feature cervical metastatic lesion ptc patient method study retrospectively enrolled lns ptc patient underwent u guided fine needle aspiration biopsy cervical lns january december univariable multivariable logistic regression analysis determined developed independent risk u feature risk stratification model cervical metastatic lns performance risk stratification model assessed validated korean society thyroid radiology european thyroid association result among lns lns pathologically diagnosed malignant multivariate analysis indicated absence fatty hilum cystic component round shape sd ld
"Objective To assess intrafractional errors of the deformation of clinical target volumes (CTVs) during online adaptive radiotherapy (OART) for prostate cancer patients, aiming to provide a basis for online plan optimization. Methods A retrospective analysis was conducted for 13 prostate cancer patients who received 1.5 T magnetic resonance imaging (MRI)-guided OART (8 Gy × 5 fractions, totaling 65 fractions) at the Department of Radiation Oncology, Cancer Hospital, Chinese Academy of Medical Sciences. The MRI images were collected at the beginning and end of various treatment fractions. Then, the CTVs and organs at risk (OARs) were delineated by the same radiation oncologist. After rigid registration and triangle mesh generation, the surface vertices were extracted. The deformable registration for the CTV surfaces was performed using the thin-plate spline robust point matching (TPS-RPM) algorithm, yielding vertex correspondences. Last, both systematic and random intrafractional errors of CTV deformation were calculated. Results The average Hausdorff",Assessment of clinal target volume deformation in online adaptive radiotherapy for prostate cancer; 前列腺癌在线自适应放疗的靶区形变评估,medical imaging,Article,,objective assess intrafractional error deformation clinical target volume ctvs online adaptive radiotherapy oart prostate cancer patient aiming provide basis online plan optimization method retrospective analysis conducted prostate cancer patient received magnetic resonance imaging mri guided oart gy fraction totaling fraction department radiation oncology cancer hospital chinese academy medical science mri image collected beginning end various treatment fraction ctvs organ risk oar delineated radiation oncologist rigid registration triangle mesh generation surface vertex extracted deformable registration ctv surface performed using thin plate spline robust point matching tps rpm algorithm yielding vertex correspondence last systematic random intrafractional error ctv deformation calculated result average hausdorff
"Background: Treatment Planning Systems (TPS) are designed to calculate dose distributions within the CT imaging field of view. However, the Electronic Portal Imaging Device (EPID) is positioned outside this area, making it challenging to use standard TPS for dose calculations at the EPID level. Objective: The objective of this study is to present an innovative approach to address the limitations of TPS in calculating dose distribution at the EPID level. Material and Methods: In this retrospective quantitative study, the CT image was extended to the EPID level and imported into the TPS. 42 treatments were planned, and doses were calculated. The TPS doses were then compared with the measured doses obtained using an Ion Chamber (IC). The study also investigated the impact of field size, phantom thickness, and air gap for energies of 6, 10, and 15 MV. Results: The average, minimum, and maximum dose differences were 1.91%, 0.02%, and",Evaluation of Dose Distribution at the Level of Electronic Portal Imaging Device using Treatment Planning System,medical imaging,Article,,background treatment planning system tps designed calculate dose distribution within ct imaging field view however electronic portal imaging device epid positioned outside area making challenging use standard tps dose calculation epid level objective objective study present innovative approach address limitation tps calculating dose distribution epid level material method retrospective quantitative study ct image extended epid level imported tps treatment planned dos calculated tps dos compared measured dos obtained using ion chamber ic study also investigated impact field size phantom thickness air gap energy mv result average minimum maximum dose difference
"Artifacts and noise in low-dose CT images can degrade image quality, potentially hindering accurate diagnosis. In recent years, image-domain post-processing denoising methods have gained flexibility by eliminating the need for raw data. However, clinical scanning conditions vary widely, with most existing studies focusing on CT denoising under fixed or known conditions. Moreover, obtaining paired CT data in clinical settings is challenging, limiting the practical applicability of supervised learning methods. To address these challenges, we propose the self-supervised VQ-SCD, capable of denoising low-dose CT (LDCT) images under varying unknown scanning conditions using only normal-dose CT (NDCT) training data. For the first time, VQ-SCD uses a discretized codebook to approximate the distribution of LDCT features across various scanning conditions, enabling uniform characterization and denoising of data from multiple scanning setups. Additionally, we design a miniature diffusion model that uses up-sampled features as guidance to enhance image details. Our method outperforms both supervised",VQ-SCD: Vector Quantization Meets Unknown Scan Condition Self-supervised Low-Dose CT Denoising,medical imaging,Conference paper,,artifact noise low dose ct image degrade image quality potentially hindering accurate diagnosis recent year image domain post processing denoising method gained flexibility eliminating need raw data however clinical scanning condition vary widely existing study focusing ct denoising fixed known condition moreover obtaining paired ct data clinical setting challenging limiting practical applicability supervised learning method address challenge propose self supervised vq scd capable denoising low dose ct ldct image varying unknown scanning condition using normal dose ct ndct training data first time vq scd us discretized codebook approximate distribution ldct feature across various scanning condition enabling uniform characterization denoising data multiple scanning setup additionally design miniature diffusion model us sampled feature guidance enhance image detail method outperforms supervised
"In this paper, we explore various approaches to model the hemodynamic changes during cardiac contraction in the presence of a mitral paravalvular leak. Using computational fluid dynamics and large deformation diffeomorphic metric mapping, we conducted simulations that represented ventricular motion in four distinct ways. Taking tomography data into account, we developed a heart model that accurately reproduced the actual heart structure. Two simplifications for ventricular geometry to streamline the modeling process were proposed: a static mesh and a universal geometry. The simulation results from the most intricate variant, the CT-based, real model with dynamic mesh, were compared with the outcomes from the simplified approaches, universal geometry and static mesh. The simulations described unsteady flow dynamics during contraction, using a non-Newtonian Carreau-Yasuda blood rheological model. As expected, the hemodynamic conditions and parameter values derived from the hemolysis criterion (shear stresses exceeding 300 Pa) demonstrated no significant discrepancies between the various models",Numerical validation of the applicability of the simplified ventricular model in the analysis of hemolysis in the mitral paravalvular leak,medical imaging,Article,,paper explore various approach model hemodynamic change cardiac contraction presence mitral paravalvular leak using computational fluid dynamic large deformation diffeomorphic metric mapping conducted simulation represented ventricular motion four distinct way taking tomography data account developed heart model accurately reproduced actual heart structure two simplification ventricular geometry streamline modeling process proposed static mesh universal geometry simulation result intricate variant ct based real model dynamic mesh compared outcome simplified approach universal geometry static mesh simulation described unsteady flow dynamic contraction using non newtonian carreau yasuda blood rheological model expected hemodynamic condition parameter value derived hemolysis criterion shear stress exceeding pa demonstrated significant discrepancy various model
"High-pressure injection injuries to the upper extremities are uncommon yet serious, particularly when they involve substances such as concrete. These injuries, frequently occurring in industrial environments, can lead to substantial tissue damage and functional impairment. A 24-year-old male patient who incurred a high-pressure concrete injection injury to his left hand and forearm while employed at a construction site was admitted. The injury, originally seeming minor, involved concrete penetration into the thenar region and extended through the forearm, resulting in significant damage to muscles, tendons, and nerves. The immediate medical care comprised immersion of the injured arm in warm water, administration of intravenous antibiotics, and tetanus prophylaxis, succeeded by rapid debridement in the operating room. Through a series of surgeries, comprising sequential debridements and reconstructive interventions, hand function of the patient was acceptable regarding the occupational return. Radiographic imaging was essential in evaluating the severity of injury and informing surgical choices.",High-pressure injection injury with concrete to the hand and forearm,medical imaging,Article,,high pressure injection injury upper extremity uncommon yet serious particularly involve substance concrete injury frequently occurring industrial environment lead substantial tissue damage functional impairment year old male patient incurred high pressure concrete injection injury left hand forearm employed construction site admitted injury originally seeming minor involved concrete penetration thenar region extended forearm resulting significant damage muscle tendon nerve immediate medical care comprised immersion injured arm warm water administration intravenous antibiotic tetanus prophylaxis succeeded rapid debridement operating room series surgery comprising sequential debridement reconstructive intervention hand function patient acceptable regarding occupational return radiographic imaging essential evaluating severity injury informing surgical choice
"Background: Wearable ultrasound (US) is an emerging innovative approach with a possibly huge impact on personalized medicine. Recent advancements in transducer material and architecture provide new opportunities in many medical areas. Within this context, assessment of vascular aging can play a crucial role especially related to the early detection of vascular alterations, i.e., before disease-related symptoms occur, reshaping the concept of cardiovascular prevention. Aim: Within this work, we aim to stimulate a multidisciplinary discussion about the possible use of wearable ultrasound in the vascular aging field. Methods: An overview on wearable ultrasound and its potential in the vascular aging field are provided with a view on data processing workflow, preclinical applications, clinical impact, and industrial challenges. Results and conclusions: The concept of wearability opens interesting scenarios for a more effective adoption of the ultrasound technology that is currently underutilized. However, there are still several open issues, both in terms of",Wearable Ultrasound: Are We Ready to Take This Chance for Vascular Ageing Assessment?,medical imaging,Editorial,,background wearable ultrasound u emerging innovative approach possibly huge impact personalized medicine recent advancement transducer material architecture provide new opportunity many medical area within context assessment vascular aging play crucial role especially related early detection vascular alteration disease related symptom occur reshaping concept cardiovascular prevention aim within work aim stimulate multidisciplinary discussion possible use wearable ultrasound vascular aging field method overview wearable ultrasound potential vascular aging field provided view data processing workflow preclinical application clinical impact industrial challenge result conclusion concept wearability open interesting scenario effective adoption ultrasound technology currently underutilized however still several open issue term
"Objectives: Neuritis ossificans is a rare condition involving heterotopic ossification of nerves, usually affecting major peripheral nerves. Two cases involving cranial nerves are documented, with none affecting the facial nerve. The aim of this report is to present the first documented case of neuritis ossificans involving the facial nerve (CN VII), with a review of clinical, radiologic, and histologic findings. Methods: An 88-year-old male with a history of radiation therapy for right ear basal cell carcinoma presented with 18 months of progressive right-sided facial weakness, resulting in complete flaccid paralysis. MRI revealed subtle enhancement of the right trigeminal nerve. He underwent facial nerve exploration. Intraoperatively, a large segment of the facial nerve appeared grossly abnormal, and biopsy revealed small rounded and linear mineral deposits with concentric internal structuring, lined focally by collections of histiocytes. This is a single case report with literature review. Results: Histopathology confirmed the absence of malignancy",Neuritis Ossificans in the Facial Nerve: A Case Report,medical imaging,Article,,objective neuritis ossificans rare condition involving heterotopic ossification nerve usually affecting major peripheral nerve two case involving cranial nerve documented none affecting facial nerve aim report present first documented case neuritis ossificans involving facial nerve cn vii review clinical radiologic histologic finding method year old male history radiation therapy right ear basal cell carcinoma presented month progressive right sided facial weakness resulting complete flaccid paralysis mri revealed subtle enhancement right trigeminal nerve underwent facial nerve exploration intraoperatively large segment facial nerve appeared grossly abnormal biopsy revealed small rounded linear mineral deposit concentric internal structuring lined focally collection histiocyte single case report literature review result histopathology confirmed absence malignancy
"2D phase contrast (PC) CMR is critical for monitoring pulmonary regurgitant fraction (PRF) in patients with a history of repaired tetralogy of Fallot (rTOF) and guides decisions about pulmonary valve replacement (PVR). However, newer techniques such as 3D time-resolved phase contrast (4D flow) MRI are gaining momentum due to the added clinical value beyond conventional flow metrics. While agreement between 2D PC CMR and 4D flow is well-established, the real-world implications for clinical decision-making have not been fully studied and are thus the primary aim of this study. All patients with rTOF who underwent standard CMR plus retrospectively gated 4D flow between February 2021 – June 2023 were identified. Clinical information was collected from the electronic medical record (EMR). 2D cine steady-state free procession (SSFP), PC data, and 4D flow imaging data were analyzed using standard post-processing analysis. Clinical decisions (“intervention vs. no intervention”) were determined using a standardized algorithm,",4D Flow Yields Similar Clinical Results Compared To 2D Phase Contrast for Decision Making Regarding Pulmonary Valve Replacement in Repaired Tetralogy of Fallot,medical imaging,Article,,phase contrast pc cmr critical monitoring pulmonary regurgitant fraction prf patient history repaired tetralogy fallot rtof guide decision pulmonary valve replacement pvr however newer technique time resolved phase contrast flow mri gaining momentum due added clinical value beyond conventional flow metric agreement pc cmr flow well established real world implication clinical decision making fully studied thus primary aim study patient rtof underwent standard cmr plus retrospectively gated flow february june identified clinical information collected electronic medical record emr cine steady state free procession ssfp pc data flow imaging data analyzed using standard post processing analysis clinical decision intervention v intervention determined using standardized algorithm
"Magnetic resonance imaging (MRI) in medical image processing is necessary for diagnosing and classifying various types of cancer. Deep learning (DL) techniques, particularly deep Convolutional Neural Networks (CNNs), have shown remarkable success in image analysis tasks. Transfer learning (TL) employs pre-trained weights to federated learning (FL) from a pre-trained ImageNet model with thousands of image categories. Transfer learning uses the rich features of these pre-trained models to enhance the convergence speed and performance in medical MRI brain image classification. However, the sensitive nature of medical data raises concerns about data privacy and security. Federated transfer learning presents a promising approach to address these key challenges by enabling collaborative model training across multiple institutions without sharing raw data. The proposed method achieves 98.4% classification accuracy in medical MRI image analysis by leveraging federated learning and VGG-based deep CNN architecture, ensuring state-of-the-art performance and data privacy. © The Author(s), under exclusive licence",Federated learning for secure medical MRI brain tumor image classification,medical imaging,Article,,magnetic resonance imaging mri medical image processing necessary diagnosing classifying various type cancer deep learning dl technique particularly deep convolutional neural network cnns shown remarkable success image analysis task transfer learning tl employ pre trained weight federated learning fl pre trained imagenet model thousand image category transfer learning us rich feature pre trained model enhance convergence speed performance medical mri brain image classification however sensitive nature medical data raise concern data privacy security federated transfer learning present promising approach address key challenge enabling collaborative model training across multiple institution without sharing raw data proposed method achieves classification accuracy medical mri image analysis leveraging federated learning vgg based deep cnn architecture ensuring state art performance data privacy author exclusive licence
